title,price,location,url,page
ESP KH-3 Spider,190.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-kh-3-spider-1224114047/detay,14
Sıfır Ayarında Sx Stratocaster 3/4 Ekstralı,4.250 TL,"İstanbul
Bayrampaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-ayarinda-sx-stratocaster-3-4-ekstrali-1224113271/detay,14
Acil Sıfır Ayarında 2006 Cort KX1Q,10.500 TL,"İstanbul
Bayrampaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-sifir-ayarinda-2006-cort-kx1q-1224113484/detay,14
Stratocaster MIX 1960 Classic Seri Midnight Wine İphone Takas,37.500 TL,"Balıkesir
Burhaniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-stratocaster-mix-1960-classic-seri-midnight-wine-iphone-takas-1223934786/detay,14
Takaslı 2004 Kore Cort Viva 2,7.000 TL,"İstanbul
Bayrampaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-takasli-2004-kore-cort-viva-2-1224111166/detay,14
Jackson Soloist SLXT...,25.000 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-jackson-soloist-slxt-1223896508/detay,14
Acil Sıfır Ayarında Sx Thinline Telecaster,7.500 TL,"İstanbul
Bayrampaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-sifir-ayarinda-sx-thinline-telecaster-1224110739/detay,14
Fender squier bullet strat sss (çantalı),8.500 TL,"Tekirdağ
Çorlu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-squier-bullet-strat-sss-cantali-1224108975/detay,14
Jackson Js32 rhoads laiho kasa,18.500 TL,"Bursa
Nilüfer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-jackson-js32-rhoads-laiho-kasa-1224109168/detay,14
ibanez gio drx121 laney lx10 amfi çanta,12.000 TL,"İstanbul
Büyükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-gio-drx121-laney-lx10-amfi-canta-1224108599/detay,14
Prs Mark Holcomb,45.000 TL,"İstanbul
Esenyurt",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-prs-mark-holcomb-1223930794/detay,14
Squier Stratocaster,9.000 TL,"Adana
Çukurova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-stratocaster-1224105107/detay,14
ESP LTD EC-256 COBALT BLUE SOLAK ELEKTRO GITAR,22.000 TL,"Denizli
Merkezefendi",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-ltd-ec-256-cobalt-blue-solak-elektro-gitar-1223925660/detay,14
Fender Limited Edition Made in Japan Traditional 60s Jazzmaster,70.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-limited-edition-made-in-japan-traditional-60s-jazzmaster-1224099717/detay,14
Yamaha Pacifica 212VQM ( Caramel Brown ),11.000 TL,"Balıkesir
Altıeylül",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yamaha-pacifica-212vqm-caramel-brown-1224096326/detay,14
Waldman HH elektro gitar,7.500 TL,"Ordu
Altınordu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-waldman-hh-elektro-gitar-1223921894/detay,14
,,,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-elektro-hh-sb2f-sayida-temiz-var-mukemmel-846910471/detay,14
UYGUN BAŞLANGIÇ GİTARI,4.500 TL,"Hatay
İskenderun",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-uygun-baslangic-gitari-1223914738/detay,14
Fender Squier MM Stratcoaster SSS Elektro Gitar FULL SET,9.000 TL,"İstanbul
Gaziosmanpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-squier-mm-stratcoaster-sss-elektro-gitar-full-set-1223909838/detay,14
Epiphone Slash AFD Les Paul Performance Pack,16.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-slash-afd-les-paul-performance-pack-1224076880/detay,14
Squire Strat Bullet,9.000 TL,"İzmir
Karabağlar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squire-strat-bullet-1223904588/detay,14
Cortx solak elektro gitar,4.000 TL,"Osmaniye
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cortx-solak-elektro-gitar-1224062004/detay,15
Ibanez Prestige S5470Q,140.000 TL,"İstanbul
Esenyurt",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-prestige-s5470q-1224049198/detay,15
aria pro 2 elektro gitar,4.000 TL,"İstanbul
Maltepe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-aria-pro-2-elektro-gitar-1224044536/detay,15
Fender Limited Edition Player Stratocaster HSS Sonic Blue,45.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-limited-edition-player-stratocaster-hss-sonic-blue-1224041466/detay,15
Cort VX-4X PENTAGRAM İMZALI ELEKTROGİTAR EMG MANYETİKLİ HARDCASE,21.500 TL,"İstanbul
Kağıthane",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-cort-vx-4x-pentagram-imzali-elektrogitar-emg-manyetikli-hardcase-1224038490/detay,15
Fender Amerikan Deluxe Stratocaster 2006,72.500 TL,"Muğla
Bodrum",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-amerikan-deluxe-stratocaster-2006-1224035973/detay,15
GİBSON LES PAUL U.S.A.,46.500 TL,"Antalya
Muratpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-les-paul-u.s.a-1224036300/detay,15
Harley Benton Fusion III HsH Tiger,16.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-harley-benton-fusion-iii-hsh-tiger-1224035794/detay,15
Squier Standard Jagmaster Custom Relic,25.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-standard-jagmaster-custom-relic-1224032425/detay,15
SIFIR GİBİ ELEKTRO GİTAR,12.000 TL,"İstanbul
Eyüpsultan",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-gibi-elektro-gitar-1223855853/detay,15
Squier Affinity Stratocaster Elektro Gitar+ Fender Kablo,8.000 TL,"Antalya
Kepez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-affinity-stratocaster-elektro-gitar-plus-fender-kablo-1223856338/detay,15
,,,https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yok-ibanez-sok-indirim-hsh-sb2f-orjinal-kampanya-846844121/detay,15
Auster Les Paul Kasa Elektro Gitar,13.900 TL,"Ankara
Sincan",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-auster-les-paul-kasa-elektro-gitar-1224021185/detay,15
Nakit ihtiyacindan İbanez grg270b,7.500 TL,"Sakarya
Serdivan",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-nakit-ihtiyacindan-ibanez-grg270b-1224015253/detay,15
epiphone les paul carribean fade,24.000 TL,"Antalya
Kemer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-les-paul-carribean-fade-1223845215/detay,15
kozmos kgp stg10 bk gitar seti,6.200 TL,"Batman
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kozmos-kgp-stg10-bk-gitar-seti-1224007233/detay,15
Squier Classic Vibe 70S / TAKAS,22.000 TL,"Nevşehir
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-classic-vibe-70s-takas-1223840467/detay,15
Ibanez S570,17.500 TL,"İstanbul
Kartal",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-s570-1224003818/detay,15
Kemp EST-230 Elektrogitar TAM SET (3 ay kullanıldı TEMİZ),5.490 TL,"İstanbul
Zeytinburnu",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kemp-est-230-elektrogitar-tam-set-3-ay-kullanildi-temiz-1224002153/detay,15
Schecter C-6 Plus Elektro Gitar,13.000 TL,"İstanbul
Maltepe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-c-6-plus-elektro-gitar-1223834256/detay,15
Bc rich warlock,33.500 TL,"İzmir
Karabağlar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-bc-rich-warlock-1224001310/detay,15
Bc rich warlock,33.500 TL,"İzmir
Karabağlar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-bc-rich-warlock-1224001310/detay,16
PRO-SOUND STRATOCASTER ELEKTRO GİTAR SSS,2.999 TL,"İstanbul
Büyükçekmece",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-pro-sound-stratocaster-elektro-gitar-sss-1192856625/detay,16
Strat Elektro Gitar,2.950 TL,"Osmaniye
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-strat-elektro-gitar-1223826531/detay,16
SCHECTER C6 PLUS GİTAR SETİ-SON FİYAT,10.000 TL,"Kocaeli
Körfez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-c6-plus-gitar-seti-son-fiyat-1209959180/detay,16
Fender Parts Custom Relic Telecaster,35.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-parts-custom-relic-telecaster-1223980397/detay,16
ACIL! Cort x11 EMG Manyetik,9.999 TL,"İzmir
Bayraklı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-cort-x11-emg-manyetik-1205821902/detay,16
Gibson Les Paul Menace,100.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-les-paul-menace-1223974439/detay,16
Epiphone SG Standard Ebony,26.000 TL,"İzmir
Karşıyaka",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-sg-standard-ebony-1223970746/detay,16
ESP Eclipse Full Thickness 4-Knob,130.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-eclipse-full-thickness-4-knob-1223971761/detay,16
Dean Dime Razorback Dimebag Signature,49.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-dean-dime-razorback-dimebag-signature-1218548143/detay,16
ESP M-II Japan,90.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-m-ii-japan-1223969765/detay,16
Ibanez 540S Japon 90s,40.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-540s-japon-90s-1223966924/detay,16
Sudan Ucuz Fiyata Başlangıç-Orta Elektro Gitar Grg170Dx,8.500 TL,"Zonguldak
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sudan-ucuz-fiyata-baslangic-orta-elektro-gitar-grg170dx-1223965535/detay,16
SCHECTER APOCALYPSE RED REİGN FRS,68.500 TL,"Antalya
Serik",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-apocalypse-red-reign-frs-1223960545/detay,16
Fender USA Lonestar Stratocaster,80.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-usa-lonestar-stratocaster-1223959200/detay,16
DBZ USA Les Paul Custom Shop Bolero,95.000 TL,"İzmir
Urla",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-dbz-usa-les-paul-custom-shop-bolero-1223953673/detay,16
2021 Epiphone Les Paul Standard Ebony | Inspired by Gibson,25.000 TL,"Ankara
Yenimahalle",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-2021-epiphone-les-paul-standard-ebony-inspired-by-gibson-1179127789/detay,16
MODIFIYELI Jackson JS32Q Dinky Quilt Maple Arch Top,18.000 TL,"İstanbul
Kağıthane",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-modifiyeli-jackson-js32q-dinky-quilt-maple-arch-top-1172821460/detay,16
Relic Gold Fender American Professional II,72.000 TL,"İstanbul
Beylikdüzü",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-relic-gold-fender-american-professional-ii-1223947358/detay,16
ibanez bkn 170 rg gio black night + laney hardcore,25.000 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-bkn-170-rg-gio-black-night-plus-laney-hardcore-1223944554/detay,16
Sıfır Gibi Bakımlı İbanez GRG170 DX + Ritter Gigbag,8.750 TL,"Kocaeli
İzmit",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-gibi-bakimli-ibanez-grg170-dx-plus-ritter-gigbag-1223941123/detay,17
Ibanez Prestige RG2620 E JAPON TELEFON TAKASLI ACİL,33.000 TL,"Bursa
Nilüfer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-prestige-rg2620-e-japon-telefon-takasli-acil-1223935852/detay,17
Epiphone Plustop Pro 2012 Honeyburst Les Paul,22.000 TL,"İzmir
Güzelbahçe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-plustop-pro-2012-honeyburst-les-paul-1223748460/detay,17
Fender StratoCaster Elektro Gitar Meksika,45.000 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-stratocaster-elektro-gitar-meksika-1223933165/detay,17
Fender 1974 Usa hardtail Stratocaster takaslı,150.000 TL,"İstanbul
Beylikdüzü",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-1974-usa-hardtail-stratocaster-takasli-1218007144/detay,17
Gibson Custom Shop Les Paul 50th Anniversary R0 Goldbook,220.000 TL,"Kütahya
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-custom-shop-les-paul-50th-anniversary-r0-goldbook-1193209144/detay,17
Ibanez GRG170DX BKN - Black Night Elektro Gitar,9.000 TL,"Tekirdağ
Süleymanpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-grg170dx-bkn-black-night-elektro-gitar-1223734667/detay,17
prs santana se orange,29.500 TL,"İstanbul
Bakırköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-prs-santana-se-orange-1223733553/detay,17
Schecter Hellraiser C-1 Hybrid fr ultraviolet,42.000 TL,"Elazığ
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-hellraiser-c-1-hybrid-fr-ultraviolet-1223914496/detay,17
fujigen iliad telecaster elektro gitar full japon,20.000 TL,"Çanakkale
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fujigen-iliad-telecaster-elektro-gitar-full-japon-1223913118/detay,17
Sıfır PRS SE 245 Elektro Gitar,35.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-prs-se-245-elektro-gitar-1186182934/detay,17
Schecter C-6 FR Deluxe Floyd Rose Elektro Gitar (MASRAFSIZ),13.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-c-6-fr-deluxe-floyd-rose-elektro-gitar-masrafsiz-1223910749/detay,17
Sıfır PRS SE Singlecut Korina Elektro Gitar,35.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sifir-prs-se-singlecut-korina-elektro-gitar-1186182211/detay,17
Ibanez (Emg 57 66 tw manyetikli),23.500 TL,"Ankara
Gölbaşı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-emg-57-66-tw-manyetikli-1190741481/detay,17
ACİL Fender Mexico Telecaster,28.500 TL,"Denizli
Pamukkale",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-fender-mexico-telecaster-1223717296/detay,17
Made in korea Cort,15.850 TL,"İzmir
Bornova",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-made-in-korea-cort-1223897834/detay,17
Gibson Les Paul Traditional Mahogany Satin,70.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-gibson-les-paul-traditional-mahogany-satin-1223897170/detay,17
Schecter Banshee Elite-6 Elektro Gitar (Gloss Natural),40.000 TL,"Antalya
Muratpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-banshee-elite-6-elektro-gitar-gloss-natural-1223891894/detay,17
fender telecaster usa,64.999 TL,"Antalya
Muratpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-telecaster-usa-1223887062/detay,17
Squier Bullet Strat Hss,7.500 TL,"Antalya
Muratpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-squier-bullet-strat-hss-1223698195/detay,17
sx telecaster butterscotch blonde,8.000 TL,"Ankara
Yenimahalle",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-telecaster-butterscotch-blonde-1223690995/detay,18
yamaha pasifica 112v - natural elektro gitar,15.000 TL,"Eskişehir
Tepebaşı",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yamaha-pasifica-112v-natural-elektro-gitar-1223874348/detay,18
Schecter Demon 6-FR SBK,24.000 TL,"Ankara
Keçiören",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-demon-6-fr-sbk-1223671490/detay,18
Musicman LUKE II Matching Headstock * İstanbul Ankara,120.000 TL,"İzmir
Karşıyaka",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-musicman-luke-ii-matching-headstock-istanbul-ankara-1198456953/detay,18
Donner Hush X Travel Elektro Gitar,8.500 TL,"İstanbul
Ümraniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-donner-hush-x-travel-elektro-gitar-1223683954/detay,18
FUJİGEN STRATOCASTER,25.000 TL,"İzmir
Buca",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fujigen-stratocaster-1223864864/detay,18
Schecter Sun Valley Super Shredder FR S Sustainiac + Hediyeler,30.000 TL,"İstanbul
Ümraniye",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-sun-valley-super-shredder-fr-s-sustainiac-plus-hediyeler-1223680514/detay,18
Midex RPH20 Elektro Gitar+20W Amfi/Set,5.750 TL,"Muğla
Bodrum",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-midex-rph20-elektro-gitar-plus20w-amfi-set-1223858903/detay,18
Mooer GTRS S801,17.000 TL,"Muğla
Bodrum",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-mooer-gtrs-s801-1223666927/detay,18
Tesla&Wilkinson Parts Custom Strat,25.000 TL,"İstanbul
Üsküdar",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-tesla-wilkinson-parts-custom-strat-1168276054/detay,18
Harley Benton ST-70RW Deluxe Series - Strat Kasa Elektro Gitar,8.750 TL,"İstanbul
Sarıyer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-harley-benton-st-70rw-deluxe-series-strat-kasa-elektro-gitar-1223672216/detay,18
Farida Les Paul Yekpare,14.500 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-farida-les-paul-yekpare-1223855160/detay,18
sx marka elektro gitar,6.000 TL,"İstanbul
Ataşehir",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-sx-marka-elektro-gitar-1223852575/detay,18
Epiphone SG Special (açıklamayı oku),6.000 TL,"İstanbul
Beşiktaş",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-sg-special-aciklamayi-oku-1223853389/detay,18
7+2 elektro gitar özel stand,8.250 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-7-plus2-elektro-gitar-ozel-stand-1223849149/detay,18
WASHBURN SONAMASTER est 1883,5.250 TL,"İzmir
Karşıyaka",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-washburn-sonamaster-est-1883-1204941944/detay,18
Epiphone Les Paul Kore,25.000 TL,"İzmir
Konak",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-les-paul-kore-1223847732/detay,18
VALLER ELEKTRO GİTAR+ ELEKTRO GİTAR KILIFI(PAZARLIK OLUR),5.000 TL,"Ankara
Keçiören",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-valler-elektro-gitar-plus-elektro-gitar-kilifi-pazarlik-olur-1223662046/detay,18
ORMSBY Metal V Headless 6 multiscale Elektro gitar,74.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ormsby-metal-v-headless-6-multiscale-elektro-gitar-1203457929/detay,18
Elektro gitar İbanez rg 370dx,11.000 TL,"İstanbul
Maltepe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-ibanez-rg-370dx-1223625432/detay,18
Elektro gitar İbanez rg 370dx,11.000 TL,"İstanbul
Maltepe",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-ibanez-rg-370dx-1223625432/detay,19
Yamaha ERG121UC2C,12.000 TL,"Ankara
Çankaya",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-yamaha-erg121uc2c-1223803089/detay,19
Epiphone 1959 Les Paul Standart Gibson Manyetikler,42.500 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-epiphone-1959-les-paul-standart-gibson-manyetikler-1223798683/detay,19
Schecter Nick Johnston Stratocaster,29.500 TL,"İstanbul
Kadıköy",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-schecter-nick-johnston-stratocaster-1223800807/detay,19
MİDEX ELEKTRO GİTAR SETİ,5.200 TL,"Düzce
Merkez",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-midex-elektro-gitar-seti-1223590388/detay,19
Kozmos Elektro gitar,4.700 TL,"İstanbul
Kartal",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-kozmos-elektro-gitar-1223009715/detay,19
Acil satilik GRGM21-BKN ve IBZ10GV2-U,11.000 TL,"Bursa
Nilüfer",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-acil-satilik-grgm21-bkn-ve-ibz10gv2-u-1223601659/detay,19
Fender American Vintage 52 Reissue Telecaster,85.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-fender-american-vintage-52-reissue-telecaster-1205799757/detay,19
ESP LTD MH-1000 FR Elektro Gitar + Case,42.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-esp-ltd-mh-1000-fr-elektro-gitar-plus-case-1223774545/detay,19
ibanez RG350M Elektro Gitar,18.000 TL,"Ankara
Etimesgut",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg350m-elektro-gitar-1223772800/detay,19
İbanez Rg 370dx Gp1 Elektro Gitar,19.000 TL,"İstanbul
Bahçelievler",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-ibanez-rg-370dx-gp1-elektro-gitar-1205059114/detay,19
ELEKTRO GITAR CORT TS SERIES TS250,8.000 TL,"İzmir
Kemalpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-cort-ts-series-ts250-1223566672/detay,19
Elektro gitar,7.500 TL,"Tekirdağ
Süleymanpaşa",https://www.sahibinden.com/ilan/ikinci-el-ve-sifir-alisveris-muzik-muzik-aletleri-elektro-gitar-1223565924/detay,19
